SerialNo;Substation;datetime;P_GEN_MAX;P_GEN_MIN;P_GEN
3067E69020456129;Forest Road;01/10/2013 12:00;2.229;2.044;2.1365
3067E69020456129;Forest Road;01/10/2013 13:00;2.099;1.068;1.5835000000000001
3067E69020456129;Forest Road;01/10/2013 14:00;1.974;0.824;1.399
3067E69020456129;Forest Road;01/10/2013 15:00;1.552;0.547;1.0495
3067E69020456129;Forest Road;01/10/2013 16:00;0.498;0.267;0.3825
3067E69020456129;Forest Road;01/10/2013 17:00;0.258;0.096;0.177
3067E69020456129;Forest Road;01/10/2013 18:00;0.079;0.0;0.0395
3067E69020456129;Forest Road;01/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;01/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;01/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;01/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;01/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;02/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;02/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;02/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;02/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;02/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;02/10/2013 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;02/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;02/10/2013 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;02/10/2013 08:00;0.049;0.003;0.026000000000000002
3067E69020456129;Forest Road;02/10/2013 09:00;0.283;0.075;0.179
3067E69020456129;Forest Road;02/10/2013 10:00;0.565;0.178;0.37149999999999994
3067E69020456129;Forest Road;02/10/2013 11:00;0.485;0.155;0.32
3067E69020456129;Forest Road;02/10/2013 12:00;0.334;0.111;0.2225
3067E69020456129;Forest Road;02/10/2013 13:00;0.256;0.14;0.198
3067E69020456129;Forest Road;02/10/2013 14:00;0.318;0.099;0.20850000000000002
3067E69020456129;Forest Road;02/10/2013 15:00;0.196;0.099;0.14750000000000002
3067E69020456129;Forest Road;02/10/2013 16:00;0.119;0.045;0.08199999999999999
3067E69020456129;Forest Road;02/10/2013 17:00;0.209;0.047;0.128
3067E69020456129;Forest Road;02/10/2013 18:00;0.034;0.0;0.017
3067E69020456129;Forest Road;02/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;02/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;02/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;02/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;02/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;03/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;03/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;03/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;03/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;03/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;03/10/2013 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;03/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;03/10/2013 07:00;0.119;0.0;0.0595
3067E69020456129;Forest Road;03/10/2013 08:00;0.612;0.168;0.39
3067E69020456129;Forest Road;03/10/2013 09:00;0.873;0.564;0.7184999999999999
3067E69020456129;Forest Road;03/10/2013 10:00;1.093;0.589;0.841
3067E69020456129;Forest Road;03/10/2013 11:00;1.421;0.694;1.0575
3067E69020456129;Forest Road;03/10/2013 12:00;2.236;0.26;1.2480000000000002
3067E69020456129;Forest Road;03/10/2013 13:00;0.532;0.064;0.29800000000000004
3067E69020456129;Forest Road;03/10/2013 14:00;0.142;0.065;0.1035
3067E69020456129;Forest Road;03/10/2013 15:00;0.399;0.068;0.2335
3067E69020456129;Forest Road;03/10/2013 16:00;0.396;0.121;0.2585
3067E69020456129;Forest Road;03/10/2013 17:00;0.393;0.057;0.225
3067E69020456129;Forest Road;03/10/2013 18:00;0.043;0.0;0.0215
3067E69020456129;Forest Road;03/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;03/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;03/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;03/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;03/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;04/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;04/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;04/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;04/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;04/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;04/10/2013 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;04/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;04/10/2013 07:00;0.05;0.0;0.025
3067E69020456129;Forest Road;04/10/2013 08:00;0.181;0.008;0.0945
3067E69020456129;Forest Road;04/10/2013 09:00;0.417;0.194;0.3055
3067E69020456129;Forest Road;04/10/2013 10:00;1.054;0.219;0.6365000000000001
3067E69020456129;Forest Road;04/10/2013 11:00;1.146;0.308;0.727
3067E69020456129;Forest Road;04/10/2013 12:00;2.375;0.116;1.2455
3067E69020456129;Forest Road;04/10/2013 13:00;1.658;0.333;0.9954999999999999
3067E69020456129;Forest Road;04/10/2013 14:00;1.678;0.283;0.9804999999999999
3067E69020456129;Forest Road;04/10/2013 15:00;1.27;0.349;0.8095
3067E69020456129;Forest Road;04/10/2013 16:00;0.349;0.21;0.27949999999999997
3067E69020456129;Forest Road;04/10/2013 17:00;0.293;0.102;0.19749999999999998
3067E69020456129;Forest Road;04/10/2013 18:00;0.09;0.0;0.045
3067E69020456129;Forest Road;04/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;04/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;04/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;04/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;04/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;05/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;05/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;05/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;05/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;05/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;05/10/2013 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;05/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;05/10/2013 07:00;0.029;0.0;0.0145
3067E69020456129;Forest Road;05/10/2013 08:00;0.467;0.028;0.24750000000000003
3067E69020456129;Forest Road;05/10/2013 09:00;0.768;0.34;0.554
3067E69020456129;Forest Road;05/10/2013 10:00;1.04;0.439;0.7395
3067E69020456129;Forest Road;05/10/2013 11:00;1.516;0.382;0.9490000000000001
3067E69020456129;Forest Road;05/10/2013 12:00;1.133;0.379;0.756
3067E69020456129;Forest Road;05/10/2013 13:00;0.847;0.159;0.503
3067E69020456129;Forest Road;05/10/2013 14:00;0.404;0.126;0.265
3067E69020456129;Forest Road;05/10/2013 15:00;0.377;0.313;0.345
3067E69020456129;Forest Road;05/10/2013 16:00;0.39;0.003;0.1965
3067E69020456129;Forest Road;05/10/2013 17:00;0.125;0.013;0.069
3067E69020456129;Forest Road;05/10/2013 18:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;05/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;05/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;05/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;05/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;05/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;06/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;06/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;06/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;06/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;06/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;06/10/2013 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;06/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;06/10/2013 07:00;0.055;0.0;0.0275
3067E69020456129;Forest Road;06/10/2013 08:00;0.507;0.091;0.299
3067E69020456129;Forest Road;06/10/2013 09:00;1.185;0.539;0.8620000000000001
3067E69020456129;Forest Road;06/10/2013 10:00;1.651;1.244;1.4475
3067E69020456129;Forest Road;06/10/2013 11:00;2.114;1.743;1.9285
3067E69020456129;Forest Road;06/10/2013 12:00;2.333;0.424;1.3785
3067E69020456129;Forest Road;06/10/2013 13:00;2.404;1.651;2.0275
3067E69020456129;Forest Road;06/10/2013 14:00;1.884;0.282;1.083
3067E69020456129;Forest Road;06/10/2013 15:00;1.58;0.377;0.9785
3067E69020456129;Forest Road;06/10/2013 16:00;0.423;0.22;0.3215
3067E69020456129;Forest Road;06/10/2013 18:00;0.037;0.0;0.0185
3067E69020456129;Forest Road;06/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;06/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;06/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;06/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;06/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;07/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;07/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;07/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;07/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;07/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;07/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;07/10/2013 07:00;0.085;0.0;0.0425
3067E69020456129;Forest Road;07/10/2013 08:00;0.554;0.129;0.3415
3067E69020456129;Forest Road;07/10/2013 09:00;0.602;0.391;0.4965
3067E69020456129;Forest Road;07/10/2013 10:00;0.764;0.531;0.6475
3067E69020456129;Forest Road;07/10/2013 11:00;0.725;0.516;0.6205
3067E69020456129;Forest Road;07/10/2013 12:00;0.624;0.479;0.5515
3067E69020456129;Forest Road;07/10/2013 13:00;0.776;0.574;0.675
3067E69020456129;Forest Road;07/10/2013 14:00;1.156;0.589;0.8724999999999999
3067E69020456129;Forest Road;07/10/2013 15:00;1.535;0.227;0.881
3067E69020456129;Forest Road;07/10/2013 16:00;0.263;0.171;0.21700000000000003
3067E69020456129;Forest Road;07/10/2013 17:00;0.164;0.028;0.096
3067E69020456129;Forest Road;07/10/2013 18:00;0.012;0.0;0.006
3067E69020456129;Forest Road;07/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;07/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;07/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;07/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;07/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;08/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;08/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;08/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;08/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;08/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;08/10/2013 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;08/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;08/10/2013 07:00;0.026;0.0;0.013
3067E69020456129;Forest Road;08/10/2013 08:00;0.439;0.032;0.2355
3067E69020456129;Forest Road;08/10/2013 09:00;0.972;0.41;0.691
3067E69020456129;Forest Road;08/10/2013 10:00;1.718;1.077;1.3975
3067E69020456129;Forest Road;08/10/2013 11:00;2.241;0.794;1.5175
3067E69020456129;Forest Road;08/10/2013 12:00;2.278;0.809;1.5435
3067E69020456129;Forest Road;08/10/2013 13:00;2.466;0.893;1.6795
3067E69020456129;Forest Road;08/10/2013 14:00;2.167;0.23;1.1985
3067E69020456129;Forest Road;08/10/2013 15:00;0.628;0.132;0.38
3067E69020456129;Forest Road;08/10/2013 16:00;0.36;0.131;0.2455
3067E69020456129;Forest Road;08/10/2013 17:00;0.211;0.028;0.1195
3067E69020456129;Forest Road;08/10/2013 18:00;0.018;0.0;0.009
3067E69020456129;Forest Road;08/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;08/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;08/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;08/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;08/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;09/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;09/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;09/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;09/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;09/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;09/10/2013 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;09/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;09/10/2013 07:00;0.079;0.0;0.0395
3067E69020456129;Forest Road;09/10/2013 08:00;0.238;0.097;0.16749999999999998
3067E69020456129;Forest Road;09/10/2013 09:00;0.224;0.072;0.148
3067E69020456129;Forest Road;09/10/2013 10:00;0.428;0.212;0.32
3067E69020456129;Forest Road;09/10/2013 11:00;2.346;0.255;1.3005
3067E69020456129;Forest Road;09/10/2013 12:00;1.217;0.303;0.76
3067E69020456129;Forest Road;09/10/2013 13:00;2.286;0.213;1.2495
3067E69020456129;Forest Road;09/10/2013 14:00;0.537;0.068;0.3025
3067E69020456129;Forest Road;09/10/2013 15:00;0.327;0.127;0.227
3067E69020456129;Forest Road;09/10/2013 16:00;0.314;0.155;0.2345
3067E69020456129;Forest Road;09/10/2013 17:00;0.158;0.003;0.0805
3067E69020456129;Forest Road;09/10/2013 18:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;09/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;09/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;09/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;09/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;09/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;10/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;10/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;10/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;10/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;10/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;10/10/2013 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;10/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;10/10/2013 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;10/10/2013 08:00;0.592;0.043;0.3175
3067E69020456129;Forest Road;10/10/2013 09:00;1.025;0.419;0.722
3067E69020456129;Forest Road;10/10/2013 10:00;1.328;0.494;0.911
3067E69020456129;Forest Road;10/10/2013 11:00;2.141;0.897;1.5190000000000001
3067E69020456129;Forest Road;10/10/2013 12:00;2.429;1.708;2.0685
3067E69020456129;Forest Road;10/10/2013 13:00;2.424;0.244;1.334
3067E69020456129;Forest Road;10/10/2013 14:00;1.894;0.285;1.0895
3067E69020456129;Forest Road;10/10/2013 15:00;0.562;0.234;0.398
3067E69020456129;Forest Road;10/10/2013 16:00;0.444;0.121;0.2825
3067E69020456129;Forest Road;10/10/2013 17:00;0.312;0.008;0.16
3067E69020456129;Forest Road;10/10/2013 18:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;10/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;10/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;10/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;10/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;10/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;11/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;11/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;11/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;11/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;11/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;11/10/2013 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;11/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;11/10/2013 07:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;11/10/2013 08:00;0.29;0.032;0.16099999999999998
3067E69020456129;Forest Road;11/10/2013 09:00;0.601;0.203;0.402
3067E69020456129;Forest Road;11/10/2013 10:00;0.273;0.166;0.21950000000000003
3067E69020456129;Forest Road;11/10/2013 11:00;0.284;0.084;0.184
3067E69020456129;Forest Road;11/10/2013 12:00;0.323;0.067;0.195
3067E69020456129;Forest Road;11/10/2013 14:00;0.075;0.031;0.053
3067E69020456129;Forest Road;11/10/2013 15:00;0.081;0.02;0.0505
3067E69020456129;Forest Road;11/10/2013 16:00;0.082;0.003;0.0425
3067E69020456129;Forest Road;11/10/2013 17:00;0.051;0.0;0.0255
3067E69020456129;Forest Road;11/10/2013 18:00;0.0;0.0;0.0
3067E69020456129;Forest Road;11/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;11/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;11/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;11/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;11/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;12/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;12/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;12/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;12/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;12/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;12/10/2013 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;12/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;12/10/2013 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;12/10/2013 08:00;0.287;0.007;0.147
3067E69020456129;Forest Road;12/10/2013 09:00;0.813;0.374;0.5934999999999999
3067E69020456129;Forest Road;12/10/2013 10:00;1.615;0.576;1.0955
3067E69020456129;Forest Road;12/10/2013 11:00;1.561;0.283;0.9219999999999999
3067E69020456129;Forest Road;12/10/2013 12:00;0.864;0.351;0.6074999999999999
3067E69020456129;Forest Road;12/10/2013 13:00;1.043;0.62;0.8314999999999999
3067E69020456129;Forest Road;12/10/2013 14:00;0.843;0.325;0.584
3067E69020456129;Forest Road;12/10/2013 15:00;0.544;0.352;0.448
3067E69020456129;Forest Road;12/10/2013 16:00;0.306;0.157;0.23149999999999998
3067E69020456129;Forest Road;12/10/2013 17:00;0.124;0.003;0.0635
3067E69020456129;Forest Road;12/10/2013 18:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;12/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;12/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;12/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;12/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;12/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;13/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;13/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;13/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;13/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;13/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;13/10/2013 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;13/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;13/10/2013 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;13/10/2013 08:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;13/10/2013 09:00;0.113;0.003;0.058
3067E69020456129;Forest Road;13/10/2013 10:00;0.156;0.005;0.0805
3067E69020456129;Forest Road;13/10/2013 11:00;0.87;0.129;0.4995
3067E69020456129;Forest Road;13/10/2013 12:00;2.432;0.134;1.283
3067E69020456129;Forest Road;13/10/2013 13:00;2.123;0.08;1.1015000000000001
3067E69020456129;Forest Road;13/10/2013 14:00;0.382;0.177;0.27949999999999997
3067E69020456129;Forest Road;13/10/2013 15:00;0.659;0.238;0.4485
3067E69020456129;Forest Road;13/10/2013 16:00;0.416;0.185;0.3005
3067E69020456129;Forest Road;13/10/2013 17:00;0.147;0.003;0.075
3067E69020456129;Forest Road;13/10/2013 18:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;13/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;13/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;13/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;13/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;13/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;14/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;14/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;14/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;14/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;14/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;14/10/2013 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;14/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;14/10/2013 07:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;14/10/2013 08:00;0.083;0.006;0.044500000000000005
3067E69020456129;Forest Road;14/10/2013 09:00;0.074;0.022;0.048
3067E69020456129;Forest Road;14/10/2013 10:00;0.374;0.116;0.245
3067E69020456129;Forest Road;14/10/2013 11:00;0.828;0.296;0.5619999999999999
3067E69020456129;Forest Road;14/10/2013 12:00;0.523;0.273;0.398
3067E69020456129;Forest Road;14/10/2013 13:00;0.898;0.111;0.5045000000000001
3067E69020456129;Forest Road;14/10/2013 14:00;0.854;0.196;0.525
3067E69020456129;Forest Road;14/10/2013 15:00;0.579;0.289;0.43399999999999994
3067E69020456129;Forest Road;14/10/2013 16:00;0.322;0.14;0.231
3067E69020456129;Forest Road;14/10/2013 17:00;0.133;0.005;0.069
3067E69020456129;Forest Road;14/10/2013 18:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;14/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;14/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;14/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;14/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;14/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;15/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;15/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;15/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;15/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;15/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;15/10/2013 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;15/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;15/10/2013 07:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;15/10/2013 08:00;0.156;0.007;0.0815
3067E69020456129;Forest Road;15/10/2013 09:00;0.109;0.033;0.07100000000000001
3067E69020456129;Forest Road;15/10/2013 10:00;0.368;0.104;0.236
3067E69020456129;Forest Road;15/10/2013 11:00;0.593;0.133;0.363
3067E69020456129;Forest Road;15/10/2013 12:00;0.673;0.133;0.403
3067E69020456129;Forest Road;15/10/2013 13:00;0.867;0.282;0.5745
3067E69020456129;Forest Road;15/10/2013 14:00;0.519;0.211;0.365
3067E69020456129;Forest Road;15/10/2013 15:00;0.656;0.202;0.42900000000000005
3067E69020456129;Forest Road;15/10/2013 16:00;0.429;0.092;0.2605
3067E69020456129;Forest Road;15/10/2013 17:00;0.129;0.003;0.066
3067E69020456129;Forest Road;15/10/2013 18:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;15/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;15/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;15/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;15/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;15/10/2013 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;16/10/2013 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;16/10/2013 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;16/10/2013 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;16/10/2013 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;16/10/2013 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;16/10/2013 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;16/10/2013 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;16/10/2013 07:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;16/10/2013 08:00;0.082;0.003;0.0425
3067E69020456129;Forest Road;16/10/2013 09:00;0.134;0.085;0.10950000000000001
3067E69020456129;Forest Road;16/10/2013 10:00;0.137;0.098;0.11750000000000001
3067E69020456129;Forest Road;16/10/2013 11:00;0.094;0.051;0.0725
3067E69020456129;Forest Road;16/10/2013 12:00;0.517;0.037;0.277
3067E69020456129;Forest Road;16/10/2013 13:00;0.885;0.201;0.543
3067E69020456129;Forest Road;16/10/2013 14:00;0.278;0.107;0.1925
3067E69020456129;Forest Road;16/10/2013 15:00;0.56;0.033;0.29650000000000004
3067E69020456129;Forest Road;16/10/2013 16:00;0.069;0.003;0.036000000000000004
3067E69020456129;Forest Road;16/10/2013 17:00;0.11;0.003;0.0565
3067E69020456129;Forest Road;16/10/2013 18:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;16/10/2013 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;16/10/2013 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;16/10/2013 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;16/10/2013 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;16/10/2013 23:00;0.0;0.0;0.0
